"IncidentDate","OccurredFromTime","IncidentNum","Offense","NIBRS","NIBRSCategory","SRS_UCR","CrimeAgainst","FelMisdCit","IncidentTopSRS_UCR","IncidentLocation","IntersectionOtherLoc","District","Neighborhood","NbhdNum","Latitude","Longitude","IncidentSupplemented","LastSuppDate","VictimNum","FirearmUsed","IncidentNature"
"3/8/2021 12:00:00 AM","17:21:00","21009716    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","1142 HODIAMONT","","5","West End","48","38.666094","-90.291494","Yes","11/26/2025 12:05:34 AM","587082","Yes","Homicide - Criminal"
"4/10/2021 12:00:00 AM","13:00:00","21014527    ","MURDER 1ST DEGREE","09A","Murder and Nonnegligent Manslaughter","01","Person","F","01","5526 FLOY AVE","","6","Walnut Park West","76","38.708419","-90.25685","Yes","11/20/2025 12:05:22 PM","585193","No","Homicide - Criminal"
"4/22/2021 12:00:00 AM","22:00:00","21016383    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","4018 W BELLE PL","","5","Central West End","38","38.646565","-90.239449","Yes","11/11/2025 6:05:08 PM","582303","Yes","Weapon Law Violation - Criminal"
"4/22/2021 12:00:00 AM","22:00:00","21016383    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","4018 W BELLE PL","","5","Central West End","38","38.646565","-90.239449","Yes","11/11/2025 6:05:08 PM","582304","Yes","Weapon Law Violation - Criminal"
"4/22/2021 12:00:00 AM","22:00:00","21016383    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","4018 W BELLE PL","","5","Central West End","38","38.646565","-90.239449","Yes","11/11/2025 6:05:08 PM","582305","Yes","Weapon Law Violation - Criminal"
"4/22/2021 12:00:00 AM","22:00:00","21016383    ","UNLAWFUL USE OF WEAPON - SUBSECTION 3 - DISCHARGE INTO HOME, MOTOR VEHICLE OR OTHER TRANSPORTATION METHOD","520","Weapons Law Violations","","Society","F","04","4018 W BELLE PL","","5","Central West End","38","38.646565","-90.239449","Yes","11/11/2025 6:05:08 PM","","Yes","Weapon Law Violation - Criminal"
"4/17/2021 12:00:00 AM","18:00:00","21016790    ","STEALING - FIREARM/EXPLOSIVE WEAPON/AMMONIUM NITRATE","23D","Theft From Building","06","Property","F","06","2919 SAMUEL SHEPARD DR","","4","Midtown","37","38.637349","-90.21968","Yes","11/26/2025 12:05:39 AM","","No","Larceny - Criminal"
"6/30/2021 12:00:00 AM","05:25:00","21027887    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","5938 MCARTHUR AVE","","6","Mark Twain / I 70 Industrial","70","38.689554","-90.27278","Yes","11/8/2025 12:05:54 AM","581184","Yes","Aggravated Assault - Shooting - Criminal"
"6/30/2021 12:00:00 AM","05:25:00","21027887    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","5938 MCARTHUR AVE","","6","Mark Twain / I 70 Industrial","70","38.689554","-90.27278","Yes","11/8/2025 12:05:54 AM","581185","Yes","Aggravated Assault - Shooting - Criminal"
"6/30/2021 12:00:00 AM","05:25:00","21027887    ","ASSAULT 1ST DEGREE OR ATTEMPT","13A","Aggravated Assault","04","Person","F","04","5938 MCARTHUR AVE","","6","Mark Twain / I 70 Industrial","70","38.689554","-90.27278","Yes","11/8/2025 12:05:54 AM","581186","Yes","Aggravated Assault - Shooting - Criminal"
